id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
969579785373274635,"2BR modern home with amazing views, pool & hot tub",446538637,Vacasa Western Washington,Downtown,Pike-Market,47.60832,-122.33976,Entire home/apt,257,7,27,2024-04-20,0.89,20,348,5,STR-OPLI-22-000247
969579817769347127,Woodland 1BR | Patio | Washer/Dryer,446538637,Vacasa Western Washington,Other neighborhoods,Wallingford,47.66902,-122.33793,Entire home/apt,178,2,26,2024-09-02,1.27,20,360,12,STR-OPLI-22-001874
969583173516059676,Dog-friendly 2BR with gorgeous garden & setting,446538637,Vacasa Western Washington,Other neighborhoods,Wedgwood,47.68891566583734,-122.29988432162203,Entire home/apt,181,2,20,2024-07-01,1.27,20,353,14,STR-OPLI-23-000497
969583638815523366,4BR Oceanview Dog Friendly,111813201,Vacasa Western Washington,West Seattle,North Admiral,47.58136605214465,-122.39179220975971,Entire home/apt,417,30,8,2020-09-05,0.14,14,365,0,STR-OPLI-19-002227
969584006017988961,Contemporary 4BR Mountainview Dog Friendly,111813201,Vacasa Western Washington,Magnolia,Southeast Magnolia,47.64564558075011,-122.3869988247427,Entire home/apt,374,30,14,2024-05-13,0.50,14,363,4,STR-OPLI-20-000839
969584032279413904,Woodland Studio | Deck | KitchenetteDog Friendly,212826084,Vacasa Western Washington,West Seattle,Seaview,47.54654,-122.38776,Entire home/apt,117,1,31,2024-07-31,0.86,43,357,5,STR-OPLI-21-000735
969584643383939599,Walkable 2BR Dog Friendly | Fireplace,446538637,Vacasa Western Washington,Delridge,North Delridge,47.56543,-122.36849,Entire home/apt,166,2,18,2023-12-27,0.50,20,360,2,STR-OPLI-21-000834
969585648091315856,Walkable 4BR Dog Friendly | Fireplace,111813201,Vacasa Western Washington,Queen Anne,North Queen Anne,47.6488,-122.35726,Entire home/apt,330,2,29,2024-07-08,1.06,14,363,10,STR-OPLI-22-000564
969586459700613784,Spacious 7BR | Balcony | W/D,111813201,Vacasa Western Washington,Other neighborhoods,Wallingford,47.66601,-122.32645,Entire home/apt,484,2,16,2024-09-09,0.85,14,360,7,STR-OPLI-22-001825
969586639794482936,Downtown Studio Washington State Conv.Center 6th-,212826084,Vacasa Western Washington,Downtown,Belltown,47.6158,-122.34787,Entire home/apt,142,2,59,2024-09-04,1.39,43,355,13,STR-OPLI-20-000213
969587730259570488,City 3BR Dog Friendly | Balcony | W/D,212826084,Vacasa Western Washington,West Seattle,Fairmount Park,47.55085,-122.38228,Entire home/apt,314,2,24,2024-08-27,0.78,43,353,11,STR-OPLI-22-000165
969587949605214506,Chic 2BR Oceanview Washington State Conv.Center 1,104834083,Vacasa Western Washington,Downtown,Pike-Market,47.60942846770435,-122.33948263626333,Entire home/apt,199,7,51,2024-09-04,0.82,27,327,8,STR-OPLI-19-003266
969588113674660080,City 1BR Washington State Conv.Center 12th-Floor,212826084,Vacasa Western Washington,Downtown,First Hill,47.612546472879096,-122.33061942265502,Entire home/apt,185,3,31,2024-09-08,0.87,43,348,10,STR-OPLI-21-000206
969588536698038091,1BR Bayview Washington State Conv.Center 17th-flo,212826084,Vacasa Western Washington,Downtown,Central Business District,47.607864127237,-122.33812734222643,Entire home/apt,172,7,23,2024-08-27,0.76,43,329,9,STR-OPLI-23-000237
969589358202723177,Downtown 1BR Washington State Conv.Center 12th-fl,212826084,Vacasa Western Washington,Downtown,Central Business District,47.60921220884266,-122.3380615203605,Entire home/apt,167,7,19,2023-06-12,0.56,43,364,0,STR-OPLI-23-001409
969589394015490539,Luxury 2BR Bayview Washington State Conv.Center 2,104834083,Vacasa Western Washington,Downtown,Pike-Market,47.60954505265546,-122.33991023530572,Entire home/apt,291,7,56,2024-07-26,0.69,27,356,8,STR-OPLI-20-000007
969613344457875791,Downtown 3BR Northeast Seattle | Fireplace,104834083,Vacasa Western Washington,Other neighborhoods,Ravenna,47.68122265814848,-122.29051729642552,Entire home/apt,257,2,57,2024-06-23,0.68,27,361,2,STR-OPLI-19-003332
969613428358877680,Remodeled Studio 1st-Floor | Dog Friendly,212826084,Vacasa Western Washington,Ballard,Sunset Hill,47.677483632074825,-122.39426723306187,Entire home/apt,108,1,12,2023-06-20,0.41,43,363,0,STR-OPLI-22-000513
969613865982023259,Lovely 4BR Lakeview | Game Room | Foosball,111813201,Vacasa Western Washington,Other neighborhoods,Green Lake,47.68596,-122.33912,Entire home/apt,,3,12,2024-06-17,0.42,14,360,4,STR-OPLI-19-002976
969613916949590442,Stunning 3BR Soundview | Chef's Kitchen| Deck,212826084,Vacasa Western Washington,Queen Anne,North Queen Anne,47.64998087418326,-122.37505016677218,Entire home/apt,347,2,2,2023-03-23,0.08,43,364,0,STR-OPLI-21-001212
969614208342689957,Corner 3BR | Balcony | Street Parking | W/D,212826084,Vacasa Western Washington,Other neighborhoods,Fremont,47.65958,-122.3517,Entire home/apt,269,3,23,2024-06-02,0.73,43,364,2,STR-OPLI-21-001396
969614224865835912,Walkable 1BR Soundview Washington State Conv.Cente,212826084,Vacasa Western Washington,Downtown,Belltown,47.61576,-122.34838,Entire home/apt,186,2,13,2024-07-26,0.61,43,363,1,STR-OPLI-20-001068
969614509167626437,Trendy 1BR 1st-Floor | Elevator,212826084,Vacasa Western Washington,Capitol Hill,Broadway,47.62724,-122.31862,Entire home/apt,163,1,33,2024-08-19,1.13,43,358,8,STR-OPLI-19-001757
969615565105796872,Amazing 1BR Washington State Conv.Center Dog Frie,212826084,Vacasa Western Washington,Downtown,Central Business District,47.60764614297273,-122.33950970281914,Entire home/apt,162,7,29,2024-08-28,0.96,43,323,8,STR-OPLI-22-000010
969615713224678793,"2BR charming stay with furnished patio, near UW",212826084,Vacasa Western Washington,Other neighborhoods,Bryant,47.67178,-122.28343,Entire home/apt,182,2,5,2024-07-14,0.30,43,364,3,STR-OPLI-23-000254
969616380684714591,Elegant 3BR Dog Friendly | Patio | Pool Table,212826084,Vacasa Western Washington,West Seattle,North Admiral,47.58524279210371,-122.38301556583492,Entire home/apt,268,2,31,2024-09-15,1.47,43,350,15,STR-OPLI-22-001658
969616432580821503,1BR All-New | Central AC | Full Kitchen,212826084,Vacasa Western Washington,Magnolia,Southeast Magnolia,47.64001813675583,-122.39542691594144,Entire home/apt,142,2,53,2024-09-11,1.66,43,322,24,STR-OPLI-22-000013
969616570532635643,3BR Townhome | Balcony | Gas Fireplace | W/D,212826084,Vacasa Western Washington,West Seattle,Fairmount Park,47.56427,-122.37609,Entire home/apt,229,2,11,2024-09-12,0.71,43,363,8,STR-OPLI-22-001739
969616853954615291,2BR Soundview Washington State Conv.Center 7th-fl,212826084,Vacasa Western Washington,Downtown,Belltown,47.6139251133851,-122.34703755101454,Entire home/apt,238,2,50,2024-09-15,1.70,43,348,22,STR-OPLI-21-000344
969618017499621521,Quiet 3BR Dog Friendly | Patio | W/D,104834083,Vacasa Western Washington,West Seattle,Arbor Heights,47.514634124728225,-122.3776211701298,Entire home/apt,215,2,10,2024-07-20,0.55,27,359,4,STR-OPLI-19-001883
969648803612999376,Modern 3BR Bayview | Elevator | Deck | W/D,446538637,Vacasa Western Washington,Other neighborhoods,Fremont,47.66435982879291,-122.36018768648604,Entire home/apt,212,3,58,2022-12-19,0.68,20,363,0,STR-OPLI-19-002125
969651156239415629,Modern Studio | 1st Floor | 1 Block to Kerry Park,212826084,Vacasa Western Washington,Queen Anne,Lower Queen Anne,47.63008746671547,-122.36035327540084,Entire home/apt,167,1,13,2024-08-09,0.55,43,364,6,STR-OPLI-19-001799
969674626462299926,"3BR dog-friendly retreat with deck, lawn, W/D, AC",212826084,Vacasa Western Washington,Other neighborhoods,Wallingford,47.67089825136812,-122.32552393523369,Entire home/apt,171,30,4,2024-08-29,0.28,43,364,2,STR-OPLI-22-001321
969677834681098152,Quiet 3BR Northeast Seattle Dog Friendly,212826084,Vacasa Western Washington,Other neighborhoods,Laurelhurst,47.65862,-122.27983,Entire home/apt,250,2,10,2024-08-05,0.34,43,363,4,STR-OPLI-22-000338
969678746445509751,Corner 3BR | Fireplace | Balcony | W/D,212826084,Vacasa Western Washington,Ballard,Loyal Heights,47.68247,-122.38664,Entire home/apt,,2,31,2024-09-13,1.02,43,355,17,STR-OPLI-21-001249
969679447593845348,Modern 3BR | Balcony | Washer/Dryer,446538637,Vacasa Western Washington,Other neighborhoods,Wallingford,47.6635,-122.33907,Entire home/apt,358,2,13,2024-09-12,0.48,20,364,7,STR-OPLI-22-000832
969679449346299618,2 BR downtown condo with amazing views & pool,446538637,Vacasa Western Washington,Downtown,Central Business District,47.60749623460038,-122.33977415249844,Entire home/apt,220,7,24,2024-09-04,0.70,20,349,3,STR-OPLI-21-000206
969711900304963652,Downtown 2BR Washington State Conv.Center 14th-fl,212826084,Vacasa Western Washington,Downtown,First Hill,47.61296,-122.32905,Entire home/apt,211,3,55,2024-09-10,1.66,43,324,26,STR-OPLI-19-002242
969739626174330627,Walk to Beach 4BR | Fireplace | Deck | W/D,111813201,Vacasa Western Washington,West Seattle,Alki,47.57559,-122.41904,Entire home/apt,269,3,16,2024-08-27,0.59,14,356,5,STR-OPLI-19-000999
969740645500697410,2BR Comfy home with full kitchen & board games,446538637,Vacasa Western Washington,Delridge,South Delridge,47.5242754823213,-122.36338977597023,Entire home/apt,161,2,8,2023-11-13,0.52,20,364,2,STR-OPLI-23-000429
969769716301492616,3BR Lakeview | Balcony | Garage Parking | W/D,212826084,Vacasa Western Washington,Central Area,Leschi,47.59573,-122.29467,Entire home/apt,282,2,16,2024-06-09,0.86,43,365,6,STR-OPLI-23-000102
969770545619307422,Modern 2BR | Balcony | Firepit | W/D,104834083,Vacasa Western Washington,Other neighborhoods,Fremont,47.6607,-122.34586,Entire home/apt,239,2,22,2024-07-22,0.34,27,364,5,STR-OPLI-21-000055
969770556336796426,Original 3BR | Dog Friendly | Amazing Bay Views,104834083,Vacasa Western Washington,West Seattle,Alki,47.58451192868046,-122.39962871497634,Entire home/apt,223,2,60,2024-08-22,1.01,27,364,6,STR-OPLI-20-001073
969771737892978591,"Renovated, walkable 1BR downtown with city views",212826084,Vacasa Western Washington,Downtown,First Hill,47.61107,-122.33016,Entire home/apt,163,2,9,2024-08-12,0.67,43,363,7,STR-OPLI-23-000894
969797885154280544,"Lovely, open 3BR with water view & scenic deck",212826084,Vacasa Western Washington,West Seattle,Alki,47.56866873018061,-122.40563380074333,Entire home/apt,333,2,14,2024-08-15,0.70,43,353,4,STR-OPLI-22-000517
969798741194323259,Chic 1BR Washington State Conv.Center 3rd-Floor,104834083,Vacasa Western Washington,Downtown,Belltown,47.61574383297779,-122.34867047972205,Entire home/apt,153,2,40,2024-08-13,1.05,27,358,8,STR-OPLI-21-000347
969798980431875464,2BR water-view Pike Place condo w/ pool & hot tub,446538637,Vacasa Western Washington,Downtown,Central Business District,47.60816152547408,-122.33772809205884,Entire home/apt,249,6,53,2024-08-13,1.24,20,309,11,STR-OPLI-21-000090
969799343901485946,Classic 3BR | Fireplace | Deck | W/D,104834083,Vacasa Western Washington,Other neighborhoods,Wallingford,47.64953128409224,-122.33982252407337,Entire home/apt,97,2,53,2024-09-02,1.20,27,346,10,STR-OPLI-20-001051
969799762560519563,1BR condo near attractions with pool & hot tub,446538637,Vacasa Western Washington,Downtown,Central Business District,47.60766990886678,-122.33932106804893,Entire home/apt,168,7,56,2024-08-02,0.91,20,342,8,STR-OPLI-19-003266
969800591755457671,City 2BR Soundview | Balcony | W/D,212826084,Vacasa Western Washington,Capitol Hill,Broadway,47.62100375704065,-122.31572014156743,Entire home/apt,239,2,36,2024-09-01,1.02,43,360,9,STR-OPLI-21-000697
969800834730550087,Stylish 1BR Washington State Conv.Center 4th-floo,104834083,Vacasa Western Washington,Downtown,Belltown,47.61591,-122.34785,Entire home/apt,143,2,55,2024-08-15,1.35,27,363,10,STR-OPLI-21-000253
969800946601061123,Downtown 1BR Washington State Conv.Center 14th-fl,212826084,Vacasa Western Washington,Downtown,Central Business District,47.61248234558053,-122.33091616606953,Entire home/apt,180,3,70,2024-09-06,1.94,43,318,16,STR-OPLI-19-002242
969824887008524985,Large 2BR Northeast Seattle | Deck | W/D,212826084,Vacasa Western Washington,Other neighborhoods,Ravenna,47.66466870111047,-122.29019523903703,Entire home/apt,227,1,7,2024-07-30,0.39,43,365,3,STR-OPLI-19-003332
969825757884575926,"Downtown 1BR - water view, parking, dog-friendly",212826084,Vacasa Western Washington,Downtown,Belltown,47.61429567534962,-122.34667841234179,Entire home/apt,181,2,43,2024-09-02,1.43,43,360,12,STR-OPLI-22-000172
969826126632339811,Upscale studio condo with parking & balcony,212826084,Vacasa Western Washington,Capitol Hill,Stevens,47.618492538711806,-122.30815360880447,Entire home/apt,153,1,71,2024-08-20,1.88,43,364,10,STR-OPLI-21-000701
969826839181029269,"2BR condo with water view, full kitchen, W/D",212826084,Vacasa Western Washington,Downtown,Central Business District,47.60920215382431,-122.33787314624834,Entire home/apt,246,7,6,2024-08-08,0.65,43,350,6,STR-OPLI-23-000315
969827851517736769,Updated 1BR Washington State Conv.Center 4th-floo,212826084,Vacasa Western Washington,Downtown,Belltown,47.6138797032734,-122.34666906395395,Entire home/apt,161,2,41,2024-09-11,1.44,43,355,10,STR-OPLI-19-003222
969828000537377987,Studio Washington State Conv.Center 3rd-Floor,212826084,Vacasa Western Washington,Downtown,Belltown,47.61595993761806,-122.34752888877325,Entire home/apt,135,2,99,2024-09-16,1.18,43,350,18,STR-OPLI-19-003358
969829169964553203,Sleek 2BR Soundview | Balcony | W/D,212826084,Vacasa Western Washington,Capitol Hill,Broadway,47.622956392644184,-122.31750781698302,Entire home/apt,206,2,73,2024-08-11,2.08,43,359,17,STR-OPLI-21-000836
969856699543401948,Luxury 1BR Bayview Washington State Conv.Center 1,212826084,Vacasa Western Washington,Downtown,Central Business District,47.60797,-122.33766,Entire home/apt,153,7,14,2024-06-04,0.18,43,357,3,STR-OPLI-20-000015
969856762598277328,2BR charming townhome with deck & full kitchen,212826084,Vacasa Western Washington,Other neighborhoods,Wallingford,47.65288,-122.34074,Entire home/apt,218,2,33,2024-09-12,1.91,43,357,21,STR-OPLI-23-000335
969858261795005891,"Walkable, 3rd-floor 2BR steps from Space Needle",446538637,Vacasa Western Washington,Queen Anne,Lower Queen Anne,47.62708,-122.34899,Entire home/apt,225,2,39,2024-08-28,2.65,20,351,33,STR-OPLI-22-001547
969875776158427088,Lovely 2BR Washington State Conv.Center,212826084,Vacasa Western Washington,Downtown,First Hill,47.611119788726015,-122.32899853468001,Entire home/apt,174,3,83,2024-08-19,0.98,43,325,17,STR-OPLI-19-000059
970006495620103413,Beautiful 2BR Soundview Washington State Conv.Cent,212826084,Vacasa Western Washington,Downtown,Pike-Market,47.609661089608736,-122.33947868162588,Entire home/apt,220,7,43,2024-08-17,0.51,43,338,10,STR-OPLI-20-000015
970091854332806875,Downtown 3BR | Deck | W/D,212826084,Vacasa Western Washington,West Seattle,Alki,47.57380158007106,-122.4110026216848,Entire home/apt,298,2,46,2022-10-22,0.57,43,362,0,STR-OPLI-19-003350
970150604958885524,Downtown Studio | KitchenetteDog Friendly,212826084,Vacasa Western Washington,Beacon Hill,Mid-Beacon Hill,47.55555308334738,-122.3078506287269,Entire home/apt,97,1,4,2024-08-18,0.21,43,363,1,STR-OPLI-20-000650
970273476938580373,Cozy West Seattle Central,52573774,Claye,Delridge,South Delridge,47.5220571,-122.3567642,Private room,50,2,1,2024-02-08,0.13,4,309,1,STR-OPLI-23-001119
970303431672351992,Cozy West Seattle Central B,52573774,Claye,Delridge,South Delridge,47.52294,-122.35557,Private room,50,2,1,2023-09-21,0.08,4,214,0,STR-OPLI-23-001119
970307926411194174,Wasabi Room,42627942,Hannah,Northgate,Pinehurst,47.71791,-122.32249,Private room,60,30,29,2024-07-11,3.60,2,269,29,STR-OPLI-23-844115
970345209172109045,Waterfront 1BR with fitness center & hot tub,212826084,Vacasa Western Washington,Downtown,Pike-Market,47.60885,-122.34563,Entire home/apt,221,3,19,2024-08-05,0.69,43,365,6,STR-OPLI-20-000315
970492397990445262,Luxury Rooftop Getaway~Central~Hottub~Stadium View,534890816,Chris,Central Area,Atlantic,47.60082,-122.31028,Entire home/apt,331,2,30,2024-09-08,4.19,2,156,30,STR-OPLI-23-001501
970966893670855740,Needle's Edge - 99 Walkscore!,340706410,Vince,Downtown,Belltown,47.61383,-122.34686,Entire home/apt,254,2,33,2024-08-28,2.58,100,350,32,STR-OPLI-23-001115
970985797501175723,"Downtown condo with city views, pool",212826084,Vacasa Western Washington,Downtown,Pike-Market,47.6097,-122.33939,Entire home/apt,238,6,10,2024-09-03,0.88,43,340,10,STR-OPLI-23-000524
971142763383587015,Beautiful Inside & Out · 4bd/2bath · AC!,2895660,Phoebe,Queen Anne,North Queen Anne,47.64942,-122.37495,Entire home/apt,,3,3,2024-08-11,0.99,2,0,3,STR-OPLI-23-000741
971813105432186345,Vintage Retreat in Urban Forest,535182379,Nick And Andi,Lake City,Meadowbrook,47.70204666836841,-122.2909953799268,Entire home/apt,,30,25,2024-05-05,2.01,1,0,22,STR-OPLI-23-000766
971963350755117028,Volunteer Park Oasis- AP,484899828,Amy,Capitol Hill,Broadway,47.625254443201236,-122.31411799710743,Entire home/apt,105,30,0,,,49,365,0,STR-OPLI-23-001151
971963351748699512,Volunteer Park Escape- AP,190507384,Cherry,Capitol Hill,Broadway,47.62347541460182,-122.31449411041386,Entire home/apt,95,30,0,,,33,365,0,
971964049921193675,North Capital Hill Quiet 1BR condo- AP,379735904,Mimi,Capitol Hill,Broadway,47.62559606372581,-122.31397735754939,Entire home/apt,84,30,0,,,20,365,0,
972437530256522756,Entire Alki Beach Townhome (30+ Day Rental),28662046,David,West Seattle,Alki,47.57807186165594,-122.41334118545923,Entire home/apt,200,30,1,2024-07-22,0.48,1,0,1,
972465748274123858,Bright Loft •Belltown •Free Prk,308979074,Samantha,Downtown,Belltown,47.61749349999999,-122.3463071,Entire home/apt,207,1,54,2024-09-08,4.72,2,35,54,STR-OPLI-21-000937
972686177586585323,Beautiful Suite Apt AC Downtown Pike Lumen TMobile,430867624,Liv,Downtown,Pioneer Square,47.59657,-122.33306,Entire home/apt,192,10,2,2023-10-30,0.18,1,85,2,STR-OPLI-23-000853
972807855657559155,"Sunsets, Mountains and Bay Views, Rooftop Delight!",1190982,Alexey,Beacon Hill,North Beacon Hill,47.58791313660584,-122.3167620220719,Entire home/apt,195,2,66,2024-09-15,5.37,1,287,65,STR-OPLI-23-001168
973079419895196837,Cityscape-Central Cozy Studio-04,505423742,James & Jeffry,Downtown,Yesler Terrace,47.6063236,-122.3204399,Entire home/apt,140,1,57,2024-09-04,4.76,25,269,57,Exempt
973169339729957502,Flexible Check-In/Out | 15 min to Airport/Stadiums,40306585,Dave And Martha,Delridge,Highland Park,47.5305106,-122.3483625,Entire home/apt,261,2,23,2024-09-16,1.89,3,130,23,STR-OPLI-19-000594
973212913320059157,Central Belltown Hotspot,161070422,Devin,Downtown,Belltown,47.61555,-122.34891,Entire home/apt,73,30,5,2024-08-19,0.55,5,38,5,
973879052459729084,"Fabulous Seattle (Belltown) Condo! 
Free parking",533754810,Julia,Downtown,Belltown,47.61484,-122.3465,Entire home/apt,164,2,64,2024-09-02,5.23,1,149,63,STR-OPLI-22-001628
974015025244382307,2 Bed 2 Bath Comfy Apartment close to UW,114587410,Ryker,University District,University District,47.665896667783585,-122.31214249948351,Entire home/apt,201,2,50,2024-09-19,4.30,7,244,50,STR-OPLI-23-001191
974141330135364163,Home in the Heart of Ballard,36281654,Ally,Ballard,West Woodland,47.668162885826895,-122.36664909724387,Entire home/apt,,2,23,2024-08-30,1.93,1,0,23,STR-OPLI-23-001192
974830902754445607,West Seattle Guest Suite,6483459,Holly,West Seattle,Gatewood,47.53618016609444,-122.38802718524147,Entire home/apt,120,2,30,2024-09-09,2.43,1,250,28,STR-OPLI-23-001226
974941174765456437,UW 2bedroom 2bathroom apartment in U village,528694583,Sisi,Other neighborhoods,Ravenna,47.663777457786026,-122.2956263690505,Entire home/apt,193,30,1,2024-06-04,0.27,8,264,1,
974943183100843329,UW 2 Queen Beds Studio 635 w/kitchen and balcony,528694583,Sisi,Other neighborhoods,Ravenna,47.66359797841186,-122.29408278525023,Entire home/apt,149,30,0,,,8,266,0,
974943184101526293,UW Queen Bed Studio w/kitchen and balcony,528694583,Sisi,Other neighborhoods,Ravenna,47.66168,-122.2937,Entire home/apt,151,30,0,,,8,240,0,
974943184142183363,UW King Bed Studio w/kitchen and balcony,528694583,Sisi,Other neighborhoods,Ravenna,47.66338875417184,-122.29399710892889,Entire home/apt,186,30,0,,,8,285,0,
975017348245076036,Comfort and Luxury in the Heart of West Seattle,406592946,Fiachra,West Seattle,Fairmount Park,47.558314,-122.386068,Private room,77,1,13,2024-09-14,3.28,2,97,13,STR-OPLI-23-001281
975323705591125071,Walkable-Space Needle Townhouse,5325329,Blair,Queen Anne,East Queen Anne,47.63191,-122.34445,Entire home/apt,200,30,9,2024-05-27,1.33,6,170,9,STR-OPLI-21-001398
975364891935860657,Level Seattle- Modern Deluxe One Bedroom Suite,452014951,Level Seattle,Cascade,South Lake Union,47.6188683,-122.3354255,Entire home/apt,192,30,0,,,42,359,0,
975568431939563480,In-Law Unit in Beacon Hill,79735415,Lillian,Beacon Hill,Mid-Beacon Hill,47.55378131793975,-122.29193714412169,Entire home/apt,300,1,12,2024-09-01,0.98,6,269,11,STR-OPLI-23-000127
976459464709052276,Top of First Hill Loft King Bed,505423742,James & Jeffry,Downtown,Yesler Terrace,47.606402,-122.320538,Entire home/apt,135,1,50,2024-09-20,4.20,25,271,50,Exempt
976466957643973896,Cityscape First Hill Fab Studio,505423742,James & Jeffry,Downtown,Yesler Terrace,47.6063236,-122.3204399,Entire home/apt,136,1,74,2024-09-16,6.05,25,267,73,Exempt
976470587218598916,First Hill Fabulous New Studio,505423742,James & Jeffry,Downtown,Yesler Terrace,47.606324,-122.32044,Entire home/apt,132,1,64,2024-09-13,5.26,25,261,64,Exempt
976681703158623907,studio with the best views,526749559,Itala,Downtown,Belltown,47.61681,-122.33075,Entire home/apt,130,1,30,2024-09-14,2.48,4,233,30,Exempt
976700230858503994,sweet apt in downtows Seattle,526749559,Itala,Cascade,South Lake Union,47.61965,-122.33778,Entire home/apt,164,1,33,2024-09-09,2.72,4,44,33,Exempt
976731211534793433,"Haller Lake Area, 2-Bedroom Home",24208213,Rodolfo,Northgate,Haller Lake,47.73183,-122.33438,Entire home/apt,119,5,8,2024-08-17,0.66,1,103,8,STR-OPLI-23-001218
976778569685315621,"Madison Valley New Built 2B-2,5B Luxe Retreat",238425582,Allen Lu,Central Area,Harrison/Denny-Blaine,47.62027338166284,-122.29439737295293,Entire home/apt,335,2,33,2024-08-25,2.66,27,187,31,STR-OPLI-23-001166
977042301349508243,Gateway to SEA! 5BED/3BA Home,238847742,Chris,Rainier Valley,Rainier Beach,47.51751708351312,-122.2771499295764,Entire home/apt,349,1,31,2024-09-02,2.77,1,249,31,STR-OPLI-23-001296
977619316255829109,Sound Breeze Guest Suite - Newly Renovated!,302194048,Charles,West Seattle,Gatewood,47.5421296,-122.3782357,Entire home/apt,138,1,25,2024-09-04,2.17,2,254,25,STR-OPLI-19-003126
978342576269219078,10 Minutes  Seattle and Airport,460110631,Julie  L,Rainier Valley,Columbia City,47.554595522944,-122.28822885973429,Private room,79,30,7,2024-09-02,0.64,2,269,7,STR-OPLI-23-001078
978488079772213634,Bright Condo in Downtown with Free Parking,487344448,Ricardo,Downtown,Belltown,47.6149368,-122.347611,Entire home/apt,203,2,72,2024-09-12,6.17,17,103,72,STR-OPLI-23-000552
978602176692195847,2B2B w/stunning rooftop views in central CAP HILL,100822059,Timberly Vacation Rentals,Capitol Hill,Broadway,47.624559054342534,-122.31732930674225,Entire home/apt,150,1,29,2024-08-27,2.39,3,22,29,STR-OPLI-23-001297
978948992707356082,Seattle Harmony: cozy & central,24935166,Nadia & Vanya,Central Area,Atlantic,47.59866516899977,-122.2987770081892,Entire home/apt,248,2,75,2024-09-11,6.06,1,154,72,STR-OPLI-23-001203
979208500797249663,Central District Studio,98333034,Shetha,Central Area,Minor,47.60867,-122.3062,Entire home/apt,100,30,0,,,1,133,0,
979683837789548487,The Sweet Suite in the North,340706410,Vince,Capitol Hill,Broadway,47.62526107023896,-122.31470403003644,Private room,103,1,35,2024-08-25,2.83,100,343,34,STR-OPLI-23-001523
979711985258243570,The Seattle Kraken Sweet Suite,340706410,Vince,Capitol Hill,Broadway,47.62511,-122.31442,Private room,114,1,17,2024-08-16,1.39,100,353,16,STR-OPLI-23-001523
979725219050578101,The Golden Lion Sweet Suite,340706410,Vince,Capitol Hill,Broadway,47.62597542854185,-122.31411095237337,Private room,121,1,28,2024-08-20,2.29,100,353,27,STR-OPLI-23-001523
979755506591075823,Stag Sweet Suite,340706410,Vince,Capitol Hill,Broadway,47.62523,-122.31273,Private room,145,1,23,2024-08-10,1.90,100,350,23,STR-OPLI-23-001523
979770138300744896,Cozy contemporary 2BR w/office and Entertainment,138885843,Line,Central Area,Harrison/Denny-Blaine,47.62105012831112,-122.29548063417278,Entire home/apt,215,3,1,2023-10-30,0.09,3,315,1,STR-OPLI-19-001450
979772070321330336,Dragonstone Sweet Suite,340706410,Vince,Capitol Hill,Broadway,47.625267977813124,-122.31467796248667,Private room,95,1,24,2024-08-25,1.94,100,347,22,STR-OPLI-23-001523
980740357723828478,Charming 3BR - Heart of Seattle,19921371,Lawrence,Central Area,Minor,47.61296433923066,-122.31579615138462,Entire home/apt,240,1,20,2024-08-20,1.68,2,358,20,STR-OPLI-22-000973
980779150171711232,"Spacious, cozy home for family!",473679223,Denny,Beacon Hill,Mid-Beacon Hill,47.54381056725156,-122.28560423620006,Entire home/apt,181,30,13,2024-08-11,1.11,1,269,13,STR-OPLI-23-001025
981282710205361852,The Beacon Loft,25283988,Adrian,Beacon Hill,North Beacon Hill,47.57332077817812,-122.30769334999475,Entire home/apt,113,2,31,2024-09-10,4.74,2,149,31,STR-OPLI-23-001333
981310440054164655,Brand New Home | 10min to Green Lake,419386771,Recreation,Other neighborhoods,Greenwood,47.7041339,-122.3497553,Entire home/apt,150,2,7,2024-09-02,0.60,10,305,7,STR-OPLI-23-001225
981823328424373168,Pepperbox | Sleek & Modern West Seattle Studio,33987530,Colleen,Delridge,South Delridge,47.524152688706586,-122.3570054769516,Entire home/apt,,30,0,,,2,0,0,STR-OPLI-21-000728
982038277796170065,Phinney Ridge Private Suite,51965967,Jennifer,Other neighborhoods,Phinney Ridge,47.68117,-122.3618,Entire home/apt,74,1,40,2024-09-07,3.97,1,78,40,STR-OPLI-19-003055
982118208952608945,Historic MCM-Style Bungalow | 3bd | Pets OK!,10728983,Casey,Ballard,West Woodland,47.66875,-122.36684,Entire home/apt,284,3,17,2024-09-05,2.22,1,4,17,STR-OPLI-23-001254
982140468079609997,Stylish 3b1.5b House Minutes from Seattle Downtown,462796256,Ming,Queen Anne,North Queen Anne,47.647734466451375,-122.35957185570415,Entire home/apt,143,1,22,2024-09-01,1.80,26,344,22,STR-OPLI-23-001204
982266176353033118,Fully private bath queen room 92 walk score,537491570,Nick,Ballard,Adams,47.67325277688564,-122.38114736974238,Private room,52,3,31,2024-09-16,3.81,7,3,31,STR-OPLI-24-000084
982635836371446434,Wizards Den at Greenlake,40438903,Nikhil,Other neighborhoods,Wallingford,47.6714615,-122.3344369,Entire home/apt,122,1,6,2024-05-27,0.55,1,78,6,STR-OPLI-23-001343
982771884533129815,2 BR Home near Space Needle & UW Campus,3096370,George,Ballard,Loyal Heights,47.69022,-122.38098,Entire home/apt,127,2,50,2024-09-18,6.52,1,135,50,STR-OPLI-24-000083
